command,mean,stddev,median,user,system,min,max
fastlz1,0.059184669783922,0.005092363369845,0.05978575998,0.037837618431373,0.021315941176471,0.05178323798,0.07408010998
fastlz2,0.05641575026,0.003620396293915,0.05579629656,0.03770584,0.018697718,0.05223282456,0.07713510456
uncompressed,0.0455873693,0.003959420646557,0.0447290814,0.031809302857143,0.013757687142857,0.0409441094,0.0620611574
zlib0,0.054342832271429,0.003636371738782,0.0538785227,0.037097201428571,0.017082449285714,0.0497197372,0.0680634982
zlib1,0.074100769844615,0.006043988273777,0.07165701646,0.055843518461538,0.018248049230769,0.06748732846,0.09228525846
zlib3,0.073392875035455,0.004622238952436,0.07243769124,0.053722958181818,0.019645468181818,0.06657508224,0.08336368524
zlib6,0.06619744482,0.002242995964868,0.06584001782,0.049640412173913,0.016545291304348,0.06334766232,0.07441526232
zlib9,0.067623563757209,0.001623330846849,0.06741949892,0.052687997674419,0.014919209302326,0.06511356992,0.07114124392
